size,width,length,room,area,ward,toilet,floor,house type,street,price
64.0,4.0,16.0,3.0,118,9525.0,3.0,3.0,4.0,501,7300000000
29.1,3.54,8.2,2.0,108,9465.0,2.0,2.0,3.0,1645,2950000000
63.0,4.0,16.0,7.0,105,9366.0,6.0,2.0,3.0,296,9000000000
53.0,4.0,13.0,5.0,108,9465.0,4.0,4.0,1.0,1120,6750000000
69.0,4.3,16.0,2.0,114,9244.0,1.0,1.0,3.0,84,2100000000
100.0,5.0,20.0,3.0,103,9454.0,2.0,2.0,1.0,455,1700000000
81.0,5.0,16.6,4.0,118,9529.0,5.0,4.0,1.0,501,8100000000
60.3,5.18,12.36,3.0,114,9241.0,4.0,3.0,3.0,1124,6050000000
30.0,3.5,8.5,2.0,109,9296.0,2.0,2.0,3.0,1748,2850000000
80.0,6.2,13.0,4.0,118,9528.0,3.0,2.0,3.0,711,6900000000
42.0,3.5,12.0,2.0,107,9228.0,2.0,1.0,1.0,1419,1700000000
54.0,4.2,10.8,2.0,103,9447.0,2.0,1.0,1.0,1050,1459000000
51.0,3.65,15.0,4.0,111,9331.0,3.0,4.0,3.0,1018,6000000000
15.0,5.0,3.0,1.0,117,9506.0,1.0,1.0,3.0,1094,620000000
44.0,4.0,11.5,2.0,107,9231.0,2.0,1.0,3.0,878,2470000000
80.5,3.5,23.0,3.0,100,9413.0,2.0,1.0,3.0,659,9500000000
56.1,4.0,14.0,2.0,107,9228.0,2.0,1.0,3.0,321,3500000000
40.0,7.0,6.0,2.0,109,9290.0,2.0,2.0,3.0,1748,5360000000
56.0,4.0,14.0,4.0,107,9229.0,4.0,4.0,3.0,709,4500000000
47.0,4.36,11.0,3.0,110,9267.0,3.0,3.0,3.0,725,5290000000
42.0,6.0,7.0,3.0,110,9277.0,3.0,3.0,3.0,1235,5650000000
41.0,4.3,9.5,4.0,109,9285.0,3.0,5.0,3.0,875,7200000000
36.0,4.0,9.0,2.0,110,9269.0,2.0,1.0,3.0,101,3150000000
110.0,5.0,22.0,4.0,107,9229.0,4.0,2.0,1.0,709,5700000000
126.5,5.5,23.0,4.0,104,9262.0,5.0,3.0,1.0,1661,10000000000
73.0,5.5200000000000005,14.22,2.0,114,9241.0,2.0,2.0,1.0,1263,6300000000
110.0,4.06,27.0,4.0,110,9269.0,4.0,2.0,1.0,1081,10500000000
45.0,4.0,11.0,2.0,107,9231.0,2.0,1.0,3.0,497,2450000000
120.0,6.0200000000000005,20.0,3.0,107,9230.0,2.0,1.0,1.0,709,12500000000
62.5,3.0,21.0,2.0,110,9267.0,2.0,1.0,3.0,734,3750000000
81.0,5.5,16.0,4.0,118,9529.0,5.0,4.0,4.0,501,8250000000
33.75,4.5,7.5,2.0,107,9229.0,2.0,1.0,3.0,420,1500000000
106.5,4.06,24.26,3.0,103,9441.0,3.0,3.0,3.0,1729,11000000000
51.0,3.99,13.0,4.0,108,9459.0,3.0,2.0,3.0,541,5700000000
48.0,4.0,12.0,2.0,108,9456.0,2.0,2.0,3.0,1141,4400000000
60.0,3.5,17.0,3.0,102,9470.0,4.0,3.0,1.0,647,9000000000
130.0,6.6,20.0,1.0,113,9317.0,1.0,1.0,3.0,1824,13500000000
113.1,3.9,29.0,7.0,108,9465.0,3.0,2.0,1.0,1003,5900000000
30.0,3.2,9.0,2.0,109,9294.0,2.0,2.0,3.0,1458,3300000000
55.0,5.0,11.0,3.0,102,9467.0,3.0,2.0,3.0,501,5300000000
68.0,4.0,17.0,4.0,117,9507.0,3.0,3.0,3.0,1011,3550000000
34.0,5.0,8.0,5.0,98,9358.0,5.0,2.0,3.0,458,5700000000
125.0,5.0,25.0,7.0,104,9262.0,5.0,4.0,1.0,904,12500000000
80.0,4.0,20.0,3.0,113,9321.0,3.0,2.0,1.0,200,8100000000
76.7028,4.92,15.59,2.0,114,9238.0,2.0,1.0,3.0,11,5300000000
52.0,4.0,12.4,1.0,113,9317.0,1.0,1.0,3.0,1599,5100000000
54.0,4.0,14.0,5.0,107,9230.0,5.0,4.0,1.0,709,5600000000
60.0,3.92,15.4,2.0,107,9236.0,1.0,1.0,3.0,946,4600000000
60.0,4.0,15.0,5.0,108,9456.0,5.0,3.0,3.0,1235,6480000000
80.0,5.0,16.0,4.0,118,9529.0,5.0,4.0,4.0,501,8600000000
80.0,4.0,20.0,4.0,113,9315.0,4.0,3.0,1.0,391,12500000000
120.0,6.0,20.0,6.0,108,9461.0,5.0,4.0,1.0,580,17000000000
49.0,3.7,14.0,2.0,109,9283.0,2.0,1.0,3.0,994,4500000000
83.0,5.0,16.6,4.0,118,9529.0,5.0,4.0,4.0,501,8600000000
66.0,4.2,15.5,2.0,103,9443.0,1.0,2.0,3.0,1729,7200000000
72.0,4.0,19.0,5.0,107,9231.0,5.0,3.0,1.0,497,8100000000
72.0,5.0,14.4,4.0,113,9317.0,4.0,2.0,1.0,1599,5950000000
78.0,4.9,16.3,5.0,113,9322.0,4.0,5.0,1.0,1295,8490000000
70.0,5.0,14.0,4.0,113,9314.0,4.0,3.0,3.0,1601,7500000000
90.0,6.5,14.0,1.0,109,9279.0,1.0,1.0,3.0,994,7800000000
25.0,5.0,5.0,2.0,107,9229.0,2.0,1.0,3.0,709,1450000000
90.0,5.0,18.0,3.0,103,9450.0,2.0,1.0,1.0,226,2450000000
21.0,4.03,5.35,2.0,110,9276.0,2.0,2.0,3.0,1081,2300000000
90.0,4.5,20.0,5.0,108,9461.0,4.0,3.0,1.0,580,12000000000
25.1,2.6,9.8,2.0,101,9427.0,1.0,2.0,3.0,172,2950000000
64.0,4.0,16.0,1.0,107,9228.0,2.0,1.0,3.0,1321,2350000000
62.0,4.0,16.0,4.0,107,9227.0,5.0,4.0,4.0,1341,5200000000
27.0,3.0,9.0,2.0,107,9227.0,2.0,1.0,3.0,1350,1390000000
50.0,4.5,11.0,2.0,109,9285.0,2.0,1.0,3.0,1697,7500000000
45.0,4.0840000000000005,11.868,2.0,110,9278.0,2.0,1.0,3.0,1150,5100000000
72.0,4.0,18.0,5.0,109,9279.0,5.0,4.0,3.0,201,10300000000
150.0,5.0,30.0,2.0,117,9502.0,2.0,1.0,1.0,1491,7200000000
94.0,5.0,18.0,3.0,111,9335.0,4.0,2.0,1.0,968,14100000000
125.0,5.0,25.0,3.0,118,9529.0,2.0,1.0,1.0,1762,7000000000
60.0,5.0,12.0,3.0,102,9469.0,2.0,1.0,1.0,1519,2150000000
96.0,6.0,16.0,2.0,105,9365.0,3.0,2.0,3.0,1298,15500000000
42.0,6.26,6.9,4.0,111,9326.0,4.0,3.0,3.0,451,6600000000
48.0,4.1,12.0,3.0,107,9230.0,2.0,1.0,4.0,1492,3330000000
25.0,3.4,8.0,2.0,102,9472.0,2.0,2.0,1.0,501,2900000000
150.0,6.0,25.0,1.0,113,9323.0,3.0,1.0,3.0,520,15800000000
72.0,4.9,14.5,3.0,110,9268.0,2.0,1.0,3.0,1081,5400000000
62.4,4.0,16.0,3.0,103,9455.0,2.0,1.0,3.0,1050,4800000000
69.5,4.06,14.89,1.0,103,9455.0,1.0,1.0,3.0,1050,3500000000
80.0,4.0,20.0,4.0,110,9277.0,5.0,3.0,3.0,1081,7500000000
80.0,4.0,20.0,4.0,108,9462.0,5.0,3.0,1.0,916,7000000000
42.0,3.0,14.0,1.0,113,9319.0,1.0,1.0,3.0,1695,2500000000
36.0,4.0,9.0,2.0,117,9503.0,2.0,1.0,1.0,929,925000000
100.0,5.0,20.0,5.0,110,9265.0,6.0,4.0,2.0,853,11200000000
61.0,4.19,14.4,4.0,110,9269.0,4.0,3.0,1.0,1056,6900000000
42.0,3.0,14.0,2.0,103,9455.0,2.0,1.0,3.0,1050,3850000000
85.0,3.7,23.0,5.0,98,9354.0,4.0,3.0,3.0,721,12200000000
24.0,3.0,8.0,2.0,103,9441.0,3.0,1.0,3.0,905,3600000000
24.0,3.2,7.4,2.0,107,9236.0,2.0,1.0,3.0,946,2050000000
33.0,3.0,11.0,2.0,112,9307.0,2.0,2.0,3.0,296,4550000000
64.0,4.0,16.0,4.0,109,9282.0,5.0,4.0,3.0,1740,11500000000
80.0,4.0,20.0,4.0,113,9322.0,5.0,3.0,3.0,751,8990000000
32.3,3.8,8.5,2.0,103,9449.0,2.0,2.0,4.0,275,2988000000
40.0,4.0,10.0,2.0,108,9460.0,2.0,1.0,3.0,779,3550000000
98.0,6.0,16.0,1.0,109,9279.0,1.0,2.0,1.0,1796,10800000000
60.0,4.0,15.0,4.0,107,9232.0,5.0,4.0,4.0,148,5900000000
41.0,4.1,10.594000000000001,2.0,108,9457.0,2.0,1.0,3.0,624,3650000000
29.0,3.5,9.0,2.0,110,9275.0,2.0,2.0,4.0,1056,3850000000
92.5,5.0,18.5,4.0,101,9439.0,4.0,4.0,1.0,204,12800000000
40.0,4.0,10.0,3.0,108,9464.0,2.0,3.0,3.0,859,3600000000
34.0,3.6,9.14,2.0,110,9276.0,2.0,1.0,3.0,31,3350000000
75.0,4.5,17.0,4.0,109,9283.0,5.0,3.0,3.0,283,11600000000
30.0,4.0,7.0,2.0,102,9472.0,2.0,2.0,1.0,501,3800000000
48.0,4.0,12.0,4.0,113,9319.0,4.0,3.0,3.0,496,6500000000
44.0,3.7,12.0,4.0,110,9271.0,5.0,4.0,4.0,1015,7200000000
44.0,3.0,15.0,3.0,107,9228.0,2.0,2.0,3.0,511,2430000000
40.0,4.0,10.0,2.0,108,9457.0,1.0,1.0,1.0,43,3300000000
70.0,4.5,15.0,6.0,109,9279.0,7.0,3.0,1.0,965,11600000000
60.0,4.0,15.0,5.0,108,9456.0,4.0,3.0,1.0,208,5600000000
64.0,4.0,16.0,4.0,108,9456.0,5.0,4.0,1.0,1123,7000000000
54.0,3.7,13.0,3.0,109,9285.0,3.0,2.0,3.0,1307,6450000000
51.0,6.0,10.0,2.0,104,9252.0,2.0,1.0,3.0,452,3400000000
106.5,4.0,25.0,4.0,103,9441.0,2.0,3.0,3.0,1729,11000000000
35.0,3.5,10.0,4.0,101,9436.0,2.0,3.0,3.0,940,2990000000
75.0,5.0,15.0,3.0,108,9462.0,2.0,1.0,4.0,765,1360000000
90.0,4.0,25.0,5.0,109,9284.0,4.0,3.0,3.0,1655,12500000000
85.0,5.0,17.0,4.0,107,9230.0,5.0,3.0,4.0,511,4800000000
80.0,5.0,16.0,4.0,115,9524.0,3.0,2.0,1.0,1751,1550000000
50.0,4.0,14.0,4.0,118,9525.0,3.0,1.0,1.0,1762,5100000000
50.0,5.5,9.0,3.0,104,9254.0,2.0,2.0,3.0,648,3630000000
34.0,3.0,11.2,2.0,112,9307.0,2.0,2.0,3.0,296,4000000000
30.0,3.0,10.0,4.0,107,9233.0,3.0,3.0,3.0,1541,1850000000
57.0,4.0,14.0,5.0,113,9321.0,4.0,3.0,3.0,1441,8450000000
60.0,4.0,15.0,2.0,117,9497.0,2.0,1.0,1.0,929,779000000
56.0,4.0,14.0,4.0,108,9459.0,4.0,4.0,3.0,215,4700000000
75.0,4.0,18.0,4.0,104,9255.0,2.0,2.0,3.0,13,5550000000
46.0,4.0,11.5,2.0,113,9319.0,2.0,2.0,3.0,751,4550000000
104.0,4.0,26.0,4.0,113,9324.0,2.0,2.0,3.0,746,7300000000
95.0,5.5,18.0,4.0,110,9268.0,4.0,3.0,1.0,1054,13800000000
37.539,4.3,8.73,2.0,103,9445.0,1.0,2.0,3.0,535,2500000000
40.0,4.0,10.0,4.0,108,9459.0,4.0,3.0,3.0,1584,2780000000
50.0,5.0,10.0,4.0,105,9366.0,4.0,4.0,3.0,1625,6900000000
120.0,6.25,20.0,3.0,107,9232.0,1.0,1.0,3.0,1695,7500000000
70.0,4.0,19.0,4.0,110,9277.0,3.0,4.0,3.0,1360,5500000000
40.0,4.0,10.0,3.0,112,9310.0,3.0,3.0,3.0,1297,5400000000
56.0,5.15,12.0,2.0,104,9257.0,2.0,1.0,3.0,50,3400000000
45.0,4.0,12.0,4.0,110,9278.0,3.0,4.0,3.0,873,6500000000
24.5,3.5,7.0,3.0,102,9475.0,3.0,2.0,3.0,501,1850000000
88.0,5.0,18.14,4.0,109,9280.0,4.0,2.0,3.0,994,7700000000
73.0,4.0,18.2,3.0,113,9320.0,3.0,3.0,1.0,653,8500000000
100.0,5.0,20.0,4.0,115,9524.0,3.0,2.0,1.0,939,1200000000
22.0,3.5,6.5,2.0,107,9229.0,3.0,2.0,3.0,482,1380000000
150.0,5.0,30.0,2.0,108,9459.0,1.0,2.0,1.0,199,14000000000
42.2,4.87,8.5,2.0,109,9285.0,3.0,2.0,3.0,875,7600000000
55.0,5.0,11.0,3.0,102,9469.0,2.0,1.0,3.0,1519,4400000000
50.0,4.0,12.0,6.0,109,9283.0,6.0,4.0,1.0,283,8100000000
40.0,4.0,10.0,2.0,110,9271.0,2.0,1.0,3.0,873,3350000000
78.0,4.0,19.0,4.0,102,9472.0,4.0,3.0,3.0,501,5480000000
62.0,4.0,15.68,4.0,107,9227.0,5.0,4.0,4.0,1341,5250000000
51.0,4.0,12.0,4.0,113,9321.0,3.0,3.0,3.0,1531,4100000000
54.059999999999995,5.1,10.6,5.0,110,9278.0,5.0,4.0,1.0,873,6600000000
50.0,4.3,11.9,4.0,107,9228.0,4.0,3.0,4.0,1410,4500000000
22.0,3.4,6.0,3.0,105,9366.0,3.0,3.0,3.0,521,3900000000
25.0,4.08,6.7799999999999985,2.0,102,9471.0,2.0,2.0,3.0,899,2550000000
33.0,3.0,12.0,2.0,110,9268.0,2.0,2.0,3.0,227,3590000000
48.0,4.05,12.0,3.0,113,9324.0,3.0,3.0,3.0,865,4500000000
56.0,4.8,11.0,4.0,108,9462.0,3.0,4.0,3.0,432,5750000000
69.0,6.0,11.9,4.0,110,9271.0,4.0,3.0,1.0,1461,8300000000
54.0,4.0,13.5,2.0,113,9315.0,2.0,2.0,3.0,1456,4500000000
24.0,3.0,8.0,4.0,118,9525.0,4.0,2.0,3.0,501,2450000000
88.0,4.0,22.0,6.0,118,9528.0,6.0,3.0,3.0,711,4950000000
21.0,4.0,5.0,2.0,111,9326.0,2.0,3.0,3.0,603,2800000000
38.3,3.6,11.0,3.0,99,9404.0,3.0,3.0,3.0,1754,5400000000
32.0,3.84,8.4,3.0,113,9315.0,3.0,2.0,3.0,1623,3000000000
27.0,2.75,10.5,5.0,113,9314.0,3.0,5.0,3.0,1601,4200000000
92.0,7.0,13.0,4.0,113,9319.0,4.0,3.0,3.0,1034,8500000000
76.0,4.0,19.0,4.0,107,9232.0,5.0,4.0,3.0,148,4945000000
60.0,5.0,14.0,3.0,114,9245.0,3.0,2.0,1.0,1677,1600000000
48.0,4.0,12.0,2.0,110,9270.0,2.0,1.0,3.0,1081,3400000000
41.5,4.0,10.5,2.0,110,9278.0,2.0,2.0,3.0,930,4800000000
75.4,5.2,14.5,2.0,115,9521.0,2.0,1.0,3.0,1734,1785000000
56.0,4.0,13.0,3.0,113,9316.0,2.0,1.0,3.0,542,3650000000
21.3,4.0,5.3,2.0,113,9319.0,2.0,2.0,3.0,1695,2900000000
80.0,4.0,20.0,5.0,103,9447.0,6.0,4.0,1.0,16,11900000000
24.7,3.61,7.24,2.0,109,9283.0,2.0,1.0,3.0,242,3100000000
69.3,3.43,17.5,4.0,109,9284.0,3.0,2.0,3.0,346,5950000000
61.0,4.1,15.0,5.0,113,9320.0,4.0,3.0,3.0,1295,5300000000
40.0,5.0,8.0,2.0,113,9320.0,2.0,2.0,3.0,1479,2700000000
69.0,4.0,18.0,3.0,113,9324.0,3.0,3.0,1.0,865,6900000000
130.0,5.0,26.0,2.0,117,9498.0,1.0,1.0,1.0,1576,5150000000
104.0,4.0,26.0,3.0,118,9525.0,3.0,3.0,1.0,1762,7200000000
55.0,5.0,11.0,1.0,111,9329.0,1.0,1.0,1.0,1018,8500000000
16.5,5.4,3.0,2.0,112,9313.0,1.0,1.0,3.0,447,1850000000
60.0,5.0,13.46,4.0,111,9333.0,4.0,3.0,3.0,1018,6500000000
64.0,4.0,15.6,4.0,110,9269.0,4.0,4.0,3.0,1081,5950000000
54.0,4.0,14.0,2.0,108,9460.0,1.0,1.0,3.0,279,3000000000
78.0,4.5,18.2,5.0,109,9286.0,4.0,3.0,3.0,994,9000000000
50.0,4.5,11.2,3.0,107,9227.0,4.0,3.0,4.0,1569,4150000000
63.0,3.5,18.0,2.0,117,9502.0,2.0,1.0,3.0,1491,1850000000
63.6,4.0,15.9,2.0,107,9227.0,2.0,2.0,3.0,1563,3750000000
66.0,4.5,15.0,2.0,113,9316.0,2.0,2.0,3.0,950,5050000000
84.0,4.0,20.0,4.0,109,9280.0,4.0,2.0,3.0,1484,6500000000
80.0,4.0,20.0,4.0,108,9458.0,4.0,2.0,3.0,208,4550000000
60.0,3.65,16.46,2.0,110,9274.0,3.0,1.0,1.0,1454,5350000000
80.0,4.0,20.0,4.0,115,9523.0,2.0,1.0,1.0,1746,1200000000
72.0,4.0,18.5,2.0,114,9243.0,2.0,2.0,4.0,1150,5100000000
44.0,4.0,11.0,2.0,107,9236.0,2.0,1.0,3.0,356,3770000000
39.0,3.0,13.0,4.0,102,9475.0,3.0,3.0,3.0,501,2880000000
105.0,5.0,21.0,2.0,118,9525.0,2.0,1.0,3.0,501,5900000000
41.0,3.86,10.8,4.0,111,9328.0,5.0,3.0,3.0,1018,6000000000
53.0,4.3,12.772,3.0,104,9251.0,3.0,1.0,1.0,962,3400000000
35.0,3.99,8.3,2.0,103,9447.0,2.0,1.0,3.0,556,3250000000
45.0,3.98,11.04,4.0,105,9365.0,3.0,4.0,3.0,1625,7200000000
53.0,5.1,10.8,3.0,113,9316.0,4.0,3.0,3.0,1604,8650000000
50.0,5.0,10.0,4.0,102,9475.0,3.0,3.0,3.0,487,4900000000
35.0,4.26,9.1,3.0,103,9447.0,2.0,2.0,3.0,556,3250000000
20.0,5.0,5.0,2.0,118,9525.0,3.0,2.0,4.0,501,1480000000
52.0,4.0,13.0,5.0,108,9457.0,3.0,3.0,3.0,779,5300000000
64.0,4.1,16.0,4.0,110,9267.0,4.0,3.0,1.0,1240,8550000000
92.0,5.0,19.0,4.0,102,9469.0,5.0,2.0,3.0,590,14550000000
62.0,4.0,16.0,4.0,113,9317.0,4.0,3.0,3.0,1599,7200000000
82.0,4.0,21.0,3.0,108,9456.0,3.0,2.0,3.0,1599,4250000000
27.0,3.0,9.0,2.0,118,9525.0,2.0,2.0,3.0,501,1550000000
76.0,4.93,16.4,4.0,107,9232.0,3.0,2.0,3.0,1248,4950000000
55.0,5.0,10.0,4.0,118,9525.0,3.0,3.0,1.0,501,6100000000
52.0,4.5,11.0,3.0,114,9238.0,2.0,3.0,3.0,1062,4200000000
108.0,5.4,20.2,7.0,102,9472.0,7.0,3.0,3.0,1031,6650000000
71.0,3.4,20.0,3.0,113,9317.0,2.0,2.0,1.0,1767,6950000000
64.0,4.0,16.0,4.0,101,9430.0,4.0,4.0,3.0,547,7300000000
67.0,4.2,15.6,3.0,109,9284.0,4.0,2.0,1.0,346,7400000000
36.0,3.0,12.0,2.0,118,9528.0,2.0,1.0,3.0,711,1020000000
51.0,4.09,11.7,3.0,112,9304.0,2.0,2.0,1.0,1058,3500000000
68.0,3.75,18.2,3.0,112,9313.0,3.0,3.0,1.0,1489,8300000000
48.0,4.04,11.8,1.0,105,9372.0,2.0,2.0,3.0,557,7600000000
30.0,3.0,10.0,3.0,118,9525.0,3.0,3.0,4.0,501,2420000000
30.0,3.0,10.0,3.0,102,9472.0,2.0,4.0,3.0,501,3800000000
31.0,4.46,7.8,1.0,106,9384.0,1.0,2.0,3.0,763,3450000000
80.0,4.0,20.0,3.0,108,9459.0,3.0,2.0,3.0,541,5400000000
60.0,5.0,12.0,2.0,107,9227.0,3.0,2.0,1.0,1352,3650000000
48.0,4.32,11.6,3.0,110,9265.0,2.0,2.0,3.0,734,4000000000
71.0,3.6,20.0,1.0,111,9332.0,1.0,1.0,3.0,463,7500000000
54.0,4.0,15.6,4.0,110,9268.0,4.0,4.0,3.0,925,5400000000
102.0,6.0,17.0,3.0,108,9465.0,3.0,3.0,3.0,1645,3600000000
36.0,4.0,9.0,2.0,110,9270.0,2.0,2.0,3.0,1081,3200000000
71.3,4.6,15.5,5.0,107,9227.0,5.0,3.0,4.0,1551,5255000000
37.0,6.3,6.0,3.0,103,9446.0,3.0,1.0,3.0,754,3850000000
47.1,5.64,8.63,2.0,108,9460.0,1.0,2.0,3.0,1619,2600000000
50.6,3.5,15.0,2.0,111,9331.0,2.0,3.0,3.0,1018,6000000000
61.2,4.6,13.68,4.0,109,9283.0,5.0,2.0,3.0,994,8600000000
126.0,6.0,21.0,4.0,117,9500.0,3.0,4.0,3.0,1772,4500000000
77.0,3.8,20.5,5.0,113,9321.0,6.0,4.0,3.0,584,9000000000
64.0,5.0,14.0,2.0,107,9227.0,2.0,1.0,3.0,1351,3750000000
91.85,5.5,16.7,5.0,113,9322.0,4.0,5.0,1.0,751,8490000000
68.0,4.0,17.0,3.0,108,9456.0,3.0,4.0,3.0,1064,7100000000
80.0,4.0,20.0,4.0,102,9475.0,4.0,4.0,1.0,501,7600000000
33.0,5.0,6.5,2.0,108,9465.0,2.0,2.0,3.0,1028,2680000000
60.0,5.0,12.0,2.0,103,9454.0,2.0,1.0,1.0,1035,2280000000
28.0,3.0,9.5,2.0,99,9406.0,3.0,2.0,3.0,586,3900000000
55.0,5.0,11.0,4.0,102,9475.0,5.0,3.0,3.0,501,4900000000
32.0,4.0,8.0,2.0,118,9528.0,3.0,3.0,3.0,711,1650000000
50.5,4.0,13.0,4.0,107,9228.0,4.0,3.0,3.0,1320,4790000000
112.0,7.0,16.0,4.0,108,9462.0,4.0,1.0,3.0,1645,8500000000
25.0,2.7,10.0,1.0,110,9268.0,1.0,1.0,3.0,1056,2280000000
30.0,4.0,8.0,2.0,107,9228.0,2.0,2.0,4.0,1411,1080000000
52.8,4.0,13.2,2.0,115,9516.0,2.0,1.0,1.0,820,875000000
71.0,4.0,20.0,2.0,113,9317.0,2.0,2.0,1.0,1766,6950000000
48.0,4.0,12.0,2.0,112,9305.0,2.0,2.0,3.0,1007,7200000000
70.1,4.2,18.0,6.0,107,9231.0,5.0,3.0,3.0,973,7500000000
49.0,4.04,11.8,2.0,104,9253.0,2.0,1.0,3.0,1524,4000000000
60.5,3.6,15.66,2.0,106,9384.0,2.0,1.0,3.0,763,7900000000
64.0,5.0,14.0,2.0,107,9227.0,2.0,2.0,3.0,1348,3750000000
21.0,3.0,7.0,3.0,112,9308.0,2.0,3.0,3.0,1728,3200000000
75.0,4.0,20.0,6.0,112,9309.0,4.0,4.0,3.0,794,7500000000
40.2,4.0,10.0,2.0,113,9314.0,2.0,1.0,3.0,1601,4100000000
35.0,3.5,10.0,2.0,101,9430.0,3.0,4.0,3.0,312,4790000000
50.0,4.0,15.0,6.0,111,9338.0,4.0,4.0,1.0,1020,8700000000
75.60000000000001,3.6,21.0,2.0,110,9265.0,1.0,1.0,3.0,942,6000000000
30.7,3.3,9.0,3.0,106,9386.0,2.0,2.0,3.0,687,3900000000
57.82000000000001,4.9,11.8,2.0,110,9270.0,2.0,4.0,3.0,1081,4800000000
51.0,3.55,15.0,3.0,109,9280.0,2.0,4.0,3.0,1029,6000000000
19.3,3.3,5.82,3.0,99,9401.0,3.0,5.0,3.0,1684,2450000000
60.0,4.2,14.6,6.0,110,9277.0,6.0,4.0,3.0,1081,4650000000
46.0,4.238,10.4,2.0,102,9472.0,3.0,2.0,1.0,1031,5700000000
39.0,4.0600000000000005,9.76,2.0,113,9319.0,2.0,1.0,3.0,1695,3500000000
40.0,6.8,5.0,2.0,110,9270.0,2.0,2.0,3.0,1081,3350000000
38.0,4.1,10.0,2.0,107,9236.0,1.0,1.0,3.0,946,2990000000
63.279999999999994,4.52,14.0,3.0,107,9228.0,4.0,4.0,1.0,1334,4550000000
65.0,4.2,16.0,2.0,106,9387.0,2.0,1.0,1.0,210,10800000000
80.0,4.0,20.0,5.0,108,9460.0,5.0,4.0,3.0,716,4900000000
64.0,4.0,16.0,5.0,108,9457.0,4.0,4.0,3.0,1141,6500000000
72.0,3.92,18.6,2.0,103,9455.0,2.0,1.0,1.0,1527,1290000000
64.0,4.0,14.0,2.0,111,9329.0,2.0,2.0,3.0,1020,8700000000
50.0,5.0,10.0,2.0,115,9522.0,2.0,1.0,4.0,1746,1100000000
43.0,4.43,10.26,2.0,114,9242.0,2.0,1.0,1.0,47,3290000000
50.0,5.0,10.0,6.0,109,9292.0,5.0,5.0,3.0,699,7750000000
44.0,5.0,9.0,3.0,110,9267.0,3.0,2.0,1.0,1150,4200000000
14.0,3.5,4.0,1.0,102,9473.0,2.0,2.0,3.0,501,870000000
60.0,6.0,8.4,3.0,102,9472.0,3.0,2.0,3.0,501,5850000000
87.0,4.2,20.164,4.0,114,9240.0,4.0,4.0,3.0,705,8950000000
40.0,5.0,8.0,3.0,114,9238.0,2.0,2.0,3.0,1075,1450000000
50.0,5.0,10.0,4.0,109,9292.0,3.0,2.0,3.0,699,7400000000
60.0,4.0,15.0,3.0,115,9511.0,2.0,1.0,3.0,598,1600000000
40.0,4.0,10.0,2.0,118,9528.0,2.0,2.0,1.0,711,1600000000
18.0,3.0,6.0,2.0,117,9502.0,1.0,1.0,3.0,1268,650000000
47.1,4.0,12.0,1.0,110,9267.0,1.0,1.0,3.0,1360,3800000000
60.0,4.0,15.0,2.0,117,9503.0,1.0,1.0,3.0,900,2400000000
40.0,4.0,10.0,4.0,113,9323.0,4.0,3.0,3.0,746,2780000000
50.0,4.0,13.0,4.0,110,9275.0,3.0,4.0,3.0,1052,5950000000
42.0,3.0,14.0,4.0,102,9472.0,3.0,2.0,3.0,501,2500000000
40.0,4.0,10.0,5.0,99,9405.0,2.0,3.0,3.0,1683,5550000000
55.0,4.0,16.0,4.0,106,9385.0,3.0,4.0,3.0,210,8800000000
72.5,4.79,15.439999999999998,2.0,114,9239.0,1.0,1.0,3.0,976,5200000000
68.0,4.1,16.8,5.0,112,9313.0,3.0,3.0,1.0,864,8500000000
48.0,4.0,12.0,4.0,103,9454.0,3.0,4.0,3.0,1035,3950000000
11.9,5.0,2.6,1.0,109,9296.0,1.0,1.0,3.0,1662,1500000000
65.0,5.0,14.0,4.0,107,9234.0,4.0,2.0,1.0,1432,2000000000
48.0,4.0,12.0,3.0,108,9457.0,2.0,3.0,1.0,36,5300000000
90.0,5.0,18.0,3.0,118,9526.0,3.0,1.0,1.0,810,2400000000
52.0,4.3,12.0,2.0,108,9459.0,2.0,2.0,3.0,1785,4170000000
68.68,4.04,17.0,4.0,102,9470.0,3.0,2.0,1.0,501,7700000000
77.0,4.4,18.2,4.0,107,9231.0,4.0,4.0,1.0,1573,7650000000
40.0,4.0,10.2,4.0,102,9472.0,3.0,3.0,1.0,501,2750000000
56.0,4.0,14.0,2.0,113,9318.0,1.0,1.0,3.0,1695,6600000000
62.0,4.2200000000000015,16.1,2.0,110,9270.0,2.0,2.0,3.0,1081,6300000000
60.0,5.0,12.0,3.0,103,9454.0,2.0,1.0,4.0,455,1800000000
56.0,4.0,14.1,4.0,112,9313.0,4.0,3.0,1.0,1500,7600000000
60.0,4.0,16.0,5.0,106,9385.0,4.0,2.0,3.0,210,9600000000
100.0,4.0,25.0,5.0,118,9526.0,5.0,3.0,1.0,1030,9500000000
80.0,4.0,20.0,5.0,107,9230.0,2.0,2.0,3.0,709,4300000000
40.0,4.0,10.0,5.0,99,9405.0,4.0,3.0,3.0,1632,5550000000
72.0,4.0,20.0,4.0,102,9471.0,3.0,2.0,1.0,1598,11800000000
128.8,5.8,22.14,4.0,114,9247.0,2.0,1.0,3.0,1158,10500000000
70.0,5.0,14.0,3.0,113,9317.0,1.0,1.0,1.0,663,6250000000
