size,width,length,room,area,ward,toilet,floor,house type,street,price
50.0,5.0,10.0,2.0,103,9452.0,2.0,1.0,4.0,1640,1460000000
65.0,4.0,16.0,6.0,109,9290.0,2.0,1.0,3.0,562,5300000000
70.0,4.0,18.0,2.0,104,9256.0,1.0,1.0,1.0,67,6500000000
65.0,5.0,13.0,2.0,115,9523.0,2.0,1.0,1.0,540,1670000000
79.0,4.0,18.0,3.0,113,9314.0,3.0,2.0,3.0,1601,7500000000
50.0,5.0,10.0,1.0,110,9273.0,1.0,2.0,3.0,944,2500000000
25.0,5.0,5.0,2.0,118,9529.0,3.0,3.0,1.0,501,1300000000
67.5,4.5,15.0,4.0,108,9458.0,3.0,3.0,3.0,903,4280000000
42.0,4.2,10.0,2.0,108,9457.0,2.0,1.0,3.0,1749,4000000000
30.0,4.0,8.0,2.0,112,9308.0,2.0,2.0,3.0,1728,3000000000
30.0,4.52,6.8,2.0,109,9283.0,2.0,2.0,3.0,241,3950000000
86.0,4.0,21.5,2.0,104,9261.0,1.0,1.0,1.0,18,8150000000
88.0,5.5,17.0,2.0,108,9459.0,2.0,4.0,3.0,215,5000000000
68.0,4.0,15.0,2.0,97,9344.0,1.0,1.0,3.0,724,4200000000
80.0,4.0,20.0,3.0,102,9474.0,3.0,2.0,3.0,501,5850000000
72.0,5.0,14.0,3.0,115,9524.0,2.0,2.0,3.0,530,1250000000
60.0,4.0,15.0,4.0,118,9525.0,4.0,2.0,3.0,501,4450000000
105.0,6.0,17.0,3.0,102,9466.0,1.0,2.0,3.0,1512,6500000000
32.0,3.0,12.0,2.0,102,9470.0,2.0,1.0,1.0,647,2320000000
30.0,3.2,9.5,2.0,107,9228.0,2.0,2.0,3.0,1410,1180000000
48.0,3.0,16.0,3.0,102,9468.0,2.0,2.0,3.0,647,5800000000
60.0,5.0,12.0,2.0,115,9516.0,2.0,1.0,1.0,534,1125000000
25.0,3.7,7.0,3.0,109,9285.0,3.0,4.0,3.0,875,4500000000
16.0,3.0,5.0,2.0,111,9331.0,2.0,2.0,3.0,722,2200000000
64.0,4.0,16.0,5.0,108,9458.0,5.0,3.0,3.0,208,5000000000
56.0,4.0,14.0,4.0,113,9320.0,4.0,3.0,3.0,1312,6800000000
56.0,4.0,14.0,3.0,110,9264.0,3.0,3.0,3.0,734,4700000000
60.0,4.0,15.0,2.0,108,9459.0,2.0,2.0,3.0,779,4300000000
56.0,4.0,14.0,3.0,102,9468.0,2.0,2.0,3.0,647,5999000000
25.0,3.4,7.9,2.0,101,9432.0,2.0,2.0,3.0,986,3400000000
29.5,6.26,5.0,2.0,105,9369.0,3.0,4.0,3.0,1748,4800000000
59.0,4.0,17.0,3.0,108,9456.0,3.0,3.0,3.0,1229,4950000000
61.0,6.0,10.0,5.0,109,9287.0,4.0,1.0,3.0,242,4500000000
50.0,5.08,9.8,3.0,114,9239.0,3.0,2.0,3.0,690,2500000000
68.0,4.0,17.0,5.0,108,9459.0,5.0,5.0,3.0,1584,6500000000
65.0,5.0,13.0,4.0,108,9463.0,4.0,2.0,1.0,1523,1520000000
80.0,4.0,20.0,4.0,108,9458.0,3.0,3.0,3.0,559,4850000000
51.0,4.36,11.88,2.0,104,9262.0,2.0,2.0,3.0,726,1410000000
36.0,3.7,10.0,3.0,101,9427.0,3.0,2.0,3.0,143,3950000000
80.0,4.0,20.0,3.0,115,9517.0,2.0,2.0,3.0,1040,4500000000
37.0,5.0,7.0,4.0,111,9326.0,3.0,4.0,3.0,1307,5800000000
41.0,4.0,9.0,2.0,111,9326.0,2.0,2.0,3.0,1307,6150000000
33.6,3.68,9.7,2.0,103,9442.0,2.0,1.0,3.0,375,3300000000
95.0,5.0,19.0,2.0,117,9508.0,1.0,1.0,3.0,895,2290000000
41.0,4.0,9.0,2.0,111,9326.0,2.0,2.0,3.0,1307,6150000000
80.0,4.0,20.0,4.0,108,9460.0,5.0,3.0,3.0,716,6399000000
40.0,5.0,8.0,2.0,107,9230.0,3.0,2.0,3.0,1256,3150000000
76.0,4.0,19.0,4.0,114,9246.0,4.0,2.0,1.0,386,13800000000
100.0,5.0,20.0,2.0,104,9252.0,1.0,1.0,3.0,452,3900000000
40.0,4.0200000000000005,10.0,3.0,107,9236.0,2.0,3.0,3.0,1769,3100000000
89.0,5.0,17.0,3.0,115,9518.0,2.0,1.0,3.0,1102,4000000000
55.0,4.0,14.0,2.0,107,9228.0,2.0,2.0,3.0,1409,2950000000
65.0,5.0,13.0,2.0,112,9308.0,2.0,2.0,3.0,1728,7000000000
52.0,5.0,10.2,2.0,114,9244.0,3.0,1.0,3.0,54,1390000000
55.0,4.2,13.0,5.0,109,9285.0,5.0,5.0,3.0,1020,10000000000
26.0,2.6,9.0,2.0,112,9311.0,1.0,2.0,3.0,763,4200000000
60.0,4.4,14.2,4.0,107,9227.0,4.0,3.0,1.0,1557,4600000000
80.0,4.2,19.6,3.0,108,9457.0,3.0,3.0,3.0,217,6050000000
51.0,3.0,17.0,2.0,111,9329.0,2.0,2.0,3.0,1020,8100000000
64.0,4.0,16.0,4.0,110,9269.0,5.0,3.0,4.0,1006,6380000000
150.0,5.0,30.0,2.0,116,9485.0,1.0,1.0,1.0,885,2500000000
28.8,3.5,9.5,2.0,110,9268.0,2.0,2.0,3.0,506,2920000000
49.0,3.8,13.0,2.0,112,9313.0,2.0,2.0,3.0,1456,3900000000
60.0,4.0,15.0,4.0,108,9459.0,3.0,2.0,3.0,716,4800000000
50.0,4.0,12.5,2.0,108,9457.0,1.0,2.0,3.0,15,3150000000
44.0,4.0,11.0,2.0,112,9308.0,2.0,2.0,1.0,991,4600000000
52.0,4.1,13.0,3.0,107,9227.0,2.0,1.0,3.0,1629,3350000000
37.0,5.0,7.0,4.0,111,9326.0,3.0,4.0,3.0,1307,5800000000
72.0,4.0,20.0,5.0,113,9320.0,5.0,4.0,1.0,411,11000000000
93.0,4.0,23.0,4.0,108,9456.0,3.0,3.0,3.0,542,7200000000
64.0,4.0,16.0,2.0,113,9315.0,2.0,1.0,4.0,561,6100000000
60.0,4.0,13.5,2.0,109,9296.0,1.0,1.0,3.0,832,5400000000
55.1,5.8,9.5,2.0,109,9283.0,2.0,1.0,3.0,283,4100000000
96.0,5.0,19.5,3.0,117,9507.0,3.0,2.0,3.0,1715,4500000000
20.0,5.0,4.0,2.0,101,9429.0,3.0,3.0,3.0,562,2500000000
75.0,4.6,16.5,3.0,108,9456.0,3.0,2.0,3.0,1064,4550000000
72.0,4.0,18.0,5.0,102,9471.0,5.0,5.0,1.0,1598,12900000000
33.0,3.0,11.0,5.0,105,9366.0,6.0,4.0,3.0,1625,5950000000
34.24,3.2,10.7,3.0,113,9317.0,3.0,2.0,3.0,1586,4000000000
32.0,4.0,8.0,2.0,113,9314.0,4.0,4.0,3.0,950,4200000000
40.5,4.8,9.0,5.0,106,9389.0,5.0,5.0,3.0,649,5800000000
65.3,4.0,16.0,5.0,108,9457.0,6.0,5.0,4.0,1141,7200000000
92.0,3.988,23.0,3.0,108,9462.0,3.0,1.0,3.0,728,5000000000
60.0,5.0,11.2,3.0,114,9244.0,3.0,2.0,3.0,1182,5450000000
28.0,3.38,8.72,4.0,110,9265.0,5.0,4.0,3.0,915,4000000000
50.0,4.0,12.5,4.0,110,9276.0,5.0,3.0,3.0,1081,6200000000
48.0,4.0,12.0,2.0,99,9402.0,2.0,2.0,3.0,1683,8900000000
30.0,3.6,9.0,2.0,110,9268.0,2.0,1.0,3.0,1006,3300000000
64.0,4.0,16.0,2.0,113,9317.0,1.0,2.0,1.0,0,7650000000
51.0,3.84,13.913999999999998,4.0,103,9454.0,2.0,2.0,1.0,143,6300000000
52.6,4.0,13.4,3.0,107,9227.0,4.0,3.0,4.0,1348,4600000000
48.0,3.2,15.0,3.0,109,9283.0,3.0,3.0,3.0,283,5200000000
45.0,4.404000000000001,10.427999999999999,2.0,113,9315.0,2.0,2.0,3.0,1623,3750000000
80.0,5.0,16.0,4.0,110,9270.0,4.0,5.0,3.0,1081,7000000000
135.87112000000002,6.0280000000000005,22.54,5.0,107,9230.0,4.0,2.0,1.0,695,9000000000
80.0,4.0,20.0,4.0,109,9285.0,3.0,4.0,3.0,1462,10700000000
40.0,4.0,10.0,2.0,107,9229.0,2.0,2.0,3.0,709,1350000000
109.88,6.7,16.4,2.0,115,9518.0,2.0,3.0,3.0,1088,1400000000
97.2,4.8,19.0,3.0,103,9443.0,2.0,2.0,3.0,1787,7500000000
28.0,4.0,7.0,2.0,115,9520.0,1.0,1.0,3.0,1751,680000000
58.3,5.47,11.06,8.0,109,9283.0,7.0,4.0,3.0,1015,9350000000
44.0,4.0,11.0,4.0,102,9472.0,3.0,3.0,3.0,947,4500000000
21.27,4.0,5.86,1.0,102,9467.0,2.0,2.0,3.0,1595,2100000000
73.0,4.1,18.0,2.0,113,9319.0,2.0,2.0,3.0,1695,5000000000
127.0,5.0,25.0,2.0,108,9456.0,2.0,2.0,1.0,199,7600000000
60.0,4.0,17.0,3.0,110,9269.0,2.0,2.0,3.0,1056,4500000000
33.0,3.0,11.0,3.0,110,9268.0,3.0,2.0,3.0,1006,4500000000
32.0,3.64,9.2,4.0,111,9330.0,3.0,3.0,3.0,302,5000000000
77.0,4.0,20.0,3.0,117,9505.0,2.0,1.0,3.0,1711,3200000000
37.4,3.8,10.0,3.0,103,9443.0,3.0,2.0,3.0,1729,4600000000
30.0,2.5,12.0,3.0,112,9300.0,2.0,3.0,1.0,296,5000000000
80.0,4.6,19.0,2.0,117,9508.0,2.0,1.0,3.0,250,2290000000
56.0,4.3100000000000005,13.9,2.0,98,9353.0,2.0,1.0,3.0,1458,6200000000
100.0,5.0,20.0,5.0,110,9275.0,4.0,3.0,2.0,937,15000000000
75.0,5.0,15.0,4.0,107,9228.0,5.0,2.0,3.0,1325,5220000000
68.0,4.0,17.0,8.0,96,9223.0,6.0,2.0,3.0,872,12500000000
58.8,4.5,13.0,2.0,107,9237.0,2.0,1.0,3.0,1011,6000000000
100.0,5.0,20.0,3.0,104,9255.0,3.0,2.0,3.0,243,6800000000
75.0,5.0,15.0,3.0,115,9523.0,2.0,1.0,1.0,456,1470000000
64.0,4.0,16.0,3.0,101,9436.0,3.0,1.0,3.0,674,1460000000
40.0,4.0,10.0,2.0,115,9512.0,2.0,1.0,3.0,1679,1550000000
58.0,5.3,11.4,3.0,98,9358.0,3.0,3.0,1.0,173,13000000000
84.0,4.0,22.0,6.0,113,9316.0,7.0,4.0,1.0,1604,13000000000
32.0,4.0,8.0,2.0,102,9472.0,2.0,1.0,3.0,501,2200000000
92.0,4.0,23.0,6.0,113,9319.0,6.0,5.0,1.0,666,13500000000
97.77600000000001,5.82,16.8,4.0,112,9304.0,4.0,4.0,3.0,811,10700000000
65.0,3.96,16.6,4.0,98,9355.0,4.0,2.0,3.0,296,11900000000
86.0,5.3,15.2,5.0,98,9361.0,4.0,4.0,3.0,1678,16000000000
37.0,3.54,10.6,2.0,117,9506.0,2.0,1.0,3.0,1804,1020000000
49.0,4.0,12.3,2.0,108,9457.0,2.0,2.0,3.0,778,3800000000
88.0,4.0,22.0,5.0,107,9230.0,3.0,3.0,1.0,1492,8550000000
42.4,7.0,6.2,3.0,109,9285.0,3.0,3.0,3.0,959,6600000000
64.0,4.0,16.0,2.0,108,9457.0,1.0,1.0,1.0,1239,2490000000
60.0,4.0,15.0,2.0,107,9228.0,1.0,1.0,3.0,1407,3250000000
85.0,6.0,14.0,3.0,114,9238.0,1.0,2.0,3.0,1123,5650000000
68.0,4.0,16.0,2.0,110,9275.0,3.0,2.0,3.0,1056,6800000000
90.0,4.5,20.0,4.0,101,9432.0,6.0,4.0,1.0,1157,16000000000
42.0,3.0,13.0,3.0,115,9518.0,2.0,1.0,1.0,1102,2800000000
98.0,4.5,21.3,4.0,101,9433.0,5.0,5.0,1.0,292,17900000000
68.0,4.0,17.0,2.0,107,9234.0,1.0,1.0,3.0,516,1800000000
84.0,4.0,22.0,4.0,113,9323.0,5.0,4.0,3.0,1626,11000000000
37.38,4.2,9.3,3.0,112,9312.0,3.0,3.0,3.0,1456,5300000000
40.0,4.0,10.0,4.0,108,9277.0,3.0,3.0,3.0,1599,2750000000
80.0,5.0,16.0,1.0,107,9233.0,1.0,1.0,3.0,910,4200000000
49.0,4.8,11.1,3.0,110,9277.0,2.0,2.0,3.0,1081,4450000000
27.0,3.0,9.0,2.0,108,9465.0,2.0,1.0,3.0,1645,1450000000
100.0,5.0,20.0,3.0,115,9523.0,2.0,1.0,1.0,1746,860000000
33.0,3.0,11.0,2.0,118,9525.0,2.0,1.0,3.0,501,1150000000
100.0,3.5,29.0,2.0,109,9295.0,1.0,1.0,3.0,1724,11000000000
54.0,4.0,13.5,4.0,103,9454.0,4.0,4.0,3.0,143,6000000000
65.8,6.7,9.83,3.0,115,9510.0,2.0,2.0,3.0,1686,2750000000
54.0,4.5,12.0,1.0,114,9242.0,2.0,1.0,3.0,1263,2950000000
40.0,6.0,7.0,3.0,106,9393.0,3.0,4.0,3.0,763,5000000000
48.2,4.0,12.05,4.0,104,9258.0,3.0,2.0,3.0,736,2200000000
27.0,5.0,5.5,2.0,107,9229.0,1.0,2.0,3.0,709,2450000000
80.0,4.0,20.0,4.0,104,9256.0,2.0,1.0,3.0,1822,6300000000
37.0,5.0,7.5,2.0,112,9304.0,2.0,2.0,3.0,231,4300000000
76.0,4.0,20.0,4.0,112,9313.0,4.0,3.0,3.0,1054,7800000000
13.0,3.7,3.3,1.0,113,9317.0,1.0,1.0,3.0,860,1500000000
24.0,4.0,6.0,2.0,109,9283.0,2.0,3.0,3.0,283,3650000000
55.0,4.0,13.0,2.0,101,9429.0,2.0,1.0,3.0,674,1250000000
65.0,4.4,15.6,1.0,108,9457.0,1.0,1.0,3.0,1190,5700000000
36.0,4.0,9.0,2.0,108,9462.0,2.0,1.0,3.0,916,2750000000
22.3,3.31,7.25,1.0,101,9427.0,1.0,2.0,3.0,172,2850000000
42.0,4.0,12.0,4.0,102,9466.0,3.0,2.0,3.0,501,4500000000
48.0,4.0,12.0,2.0,106,9395.0,1.0,1.0,3.0,562,5400000000
56.0,4.0,14.0,3.0,108,9456.0,3.0,3.0,3.0,52,5600000000
60.0,4.0,15.0,4.0,110,9269.0,4.0,3.0,3.0,1056,5100000000
76.0,4.0,19.0,3.0,118,9525.0,2.0,1.0,3.0,1359,3600000000
85.0,5.0,17.0,1.0,115,9511.0,1.0,1.0,3.0,543,3900000000
25.0,4.0,5.5,2.0,107,9229.0,2.0,1.0,3.0,470,1390000000
53.4,5.0,10.55,2.0,110,9264.0,2.0,1.0,4.0,734,4500000000
42.0,4.0,11.0,2.0,102,9469.0,2.0,1.0,3.0,1519,3600000000
72.0,4.0,16.0,2.0,104,9254.0,2.0,1.0,3.0,774,5600000000
65.0,5.0,13.0,2.0,118,9525.0,2.0,1.0,3.0,1359,4280000000
44.0,4.0,11.0,1.0,99,9397.0,2.0,2.0,3.0,1754,3600000000
50.0,5.0,10.0,2.0,115,9511.0,1.0,1.0,3.0,1687,690000000
94.0,5.0,19.0,1.0,96,9219.0,2.0,2.0,3.0,1662,9300000000
52.0,4.0,13.0,4.0,108,9459.0,3.0,3.0,3.0,716,5100000000
50.77,4.16,12.9,2.0,113,9320.0,1.0,2.0,3.0,1479,3400000000
188.5,6.5,29.0,3.0,114,9243.0,3.0,2.0,3.0,1097,11000000000
48.0,4.0,12.0,2.0,115,9512.0,1.0,1.0,3.0,1686,700000000
45.0,4.6,11.2,3.0,115,9520.0,2.0,1.0,1.0,1752,900000000
85.0,5.0,17.0,3.0,115,9523.0,2.0,1.0,1.0,538,1870000000
84.0,4.0,21.0,4.0,107,9232.0,5.0,2.0,1.0,889,6500000000
33.0,3.3,10.0,2.0,102,9466.0,3.0,3.0,3.0,501,3970000000
60.0,4.0,15.0,4.0,118,9525.0,3.0,2.0,3.0,501,4450000000
80.0,5.0,16.0,3.0,115,9509.0,2.0,2.0,1.0,228,1500000000
111.0,5.0,22.0,3.0,103,9455.0,3.0,3.0,1.0,13,6900000000
51.0,3.0,17.0,6.0,109,9284.0,4.0,5.0,3.0,951,11500000000
80.0,5.0,16.0,3.0,115,9515.0,2.0,1.0,3.0,1523,910000000
40.0,5.0,9.0,2.0,114,9243.0,2.0,1.0,3.0,1229,1800000000
25.0,3.1,8.3,2.0,109,9283.0,1.0,1.0,1.0,983,3370000000
67.0,4.0,17.0,4.0,110,9266.0,4.0,5.0,3.0,381,5490000000
60.0,4.0,15.0,3.0,110,9263.0,2.0,2.0,3.0,1081,4500000000
39.0,5.0,7.0,3.0,111,9332.0,3.0,3.0,3.0,923,5500000000
19.0,3.5,6.0,3.0,102,9469.0,3.0,3.0,3.0,1519,1580000000
59.9,5.9,10.9,2.0,104,9260.0,1.0,1.0,1.0,736,1100000000
33.0,5.0,7.0,2.0,101,9426.0,2.0,1.0,3.0,1582,3550000000
46.0,6.0,8.0,3.0,111,9332.0,3.0,3.0,3.0,923,5550000000
73.0,4.0,20.0,4.0,114,9241.0,4.0,2.0,1.0,1263,8000000000
39.0,3.6,12.0,3.0,112,9307.0,4.0,4.0,3.0,1058,5290000000
57.6,6.0,9.0,3.0,113,9314.0,2.0,1.0,3.0,1753,6000000000
80.0,5.0,16.0,3.0,115,9520.0,2.0,2.0,1.0,214,1150000000
125.0,5.58,22.64,4.0,105,9368.0,3.0,2.0,3.0,1298,15200000000
44.6,4.0,11.0,2.0,108,9462.0,1.0,2.0,3.0,728,3700000000
80.0,4.0,20.0,4.0,101,9427.0,3.0,4.0,1.0,316,10500000000
71.0,4.0,17.6,3.0,118,9530.0,2.0,1.0,1.0,956,2700000000
17.0,3.0,6.0,2.0,114,9243.0,1.0,1.0,3.0,1222,1600000000
82.0,3.8,22.0,3.0,110,9263.0,3.0,1.0,3.0,734,6500000000
63.2,4.5,15.0,2.0,113,9317.0,2.0,2.0,1.0,597,9500000000
68.0,4.0,17.0,4.0,103,9455.0,4.0,2.0,1.0,1050,7300000000
33.4,4.0,8.25,2.0,110,9269.0,4.0,4.0,3.0,800,5700000000
83.6,5.0,16.8,4.0,110,9277.0,4.0,2.0,3.0,1081,7260000000
50.0,3.5,14.0,3.0,103,9441.0,2.0,1.0,3.0,905,3850000000
36.0,4.0,9.0,2.0,103,9455.0,2.0,1.0,3.0,1050,2000000000
30.0,3.72,8.760000000000002,2.0,102,9475.0,2.0,1.0,3.0,501,1780000000
32.3,3.0,10.5,2.0,109,9295.0,1.0,1.0,3.0,1724,3600000000
63.0,4.0,15.6,4.0,114,9247.0,4.0,3.0,3.0,612,4800000000
50.5,4.02,12.6,2.0,108,9456.0,2.0,2.0,3.0,1123,5000000000
48.9,4.0,12.0,2.0,113,9317.0,2.0,2.0,3.0,1824,5000000000
56.0,4.0,14.0,2.0,113,9319.0,2.0,2.0,3.0,1586,6450000000
55.0,4.58,12.4,4.0,118,9525.0,5.0,2.0,3.0,501,4780000000
30.0,5.0,6.0,4.0,103,9453.0,3.0,1.0,3.0,782,2950000000
35.0,4.0,8.5,2.0,102,9472.0,1.0,1.0,3.0,501,2200000000
80.0,4.0,20.0,2.0,113,9317.0,2.0,2.0,3.0,1824,7500000000
40.0,4.0,10.0,2.0,115,9516.0,2.0,1.0,3.0,1124,3500000000
76.36000000000001,3.3200000000000003,23.0,3.0,109,9291.0,1.0,2.0,3.0,1691,2800000000
38.0,3.0,12.0,1.0,105,9373.0,1.0,1.0,3.0,914,6400000000
52.0,4.0,13.0,4.0,107,9231.0,4.0,4.0,1.0,1573,4700000000
48.0,4.0,14.0,3.0,103,9443.0,2.0,2.0,3.0,1729,6250000000
33.0,4.0,9.0,4.0,110,9269.0,3.0,3.0,3.0,1206,4300000000
60.0,4.0,15.0,1.0,110,9271.0,1.0,1.0,3.0,873,4800000000
41.0,4.35,9.5,3.0,110,9270.0,3.0,3.0,3.0,1081,3890000000
50.0,5.7,9.0,5.0,107,9229.0,4.0,4.0,3.0,426,4300000000
54.0,4.0,13.5,3.0,110,9271.0,1.0,2.0,3.0,13,6100000000
83.0,3.5,23.7,2.0,114,9238.0,2.0,1.0,1.0,611,5300000000
48.0,4.1,12.0,2.0,110,9275.0,2.0,2.0,3.0,937,4500000000
100.0,4.0,25.0,2.0,113,9315.0,1.0,1.0,1.0,351,11700000000
11.0,3.5,3.5,2.0,110,9267.0,2.0,3.0,3.0,734,1580000000
97.0,4.77,18.9,2.0,111,9330.0,2.0,2.0,1.0,1020,11700000000
60.9,3.5,17.0,2.0,105,9366.0,2.0,2.0,3.0,294,8100000000
47.0,4.0,12.0,4.0,109,9285.0,5.0,3.0,3.0,959,7500000000
15.0,3.0,5.0,2.0,110,9272.0,2.0,2.0,1.0,823,1650000000
122.0,5.5,23.5,2.0,114,9239.0,1.0,1.0,3.0,1648,5300000000
98.0,5.0,19.5,5.0,110,9267.0,5.0,3.0,3.0,1167,10600000000
85.0,5.0,17.0,4.0,110,9277.0,4.0,3.0,3.0,1081,7260000000
30.0,5.0,6.0,2.0,114,9246.0,2.0,1.0,3.0,1190,2470000000
24.0,3.3,8.0,2.0,101,9427.0,2.0,1.0,3.0,172,2849000000
80.0,4.0,20.0,3.0,108,9456.0,4.0,3.0,1.0,1171,6300000000
39.0,4.0,10.0,3.0,108,9460.0,2.0,2.0,3.0,279,4050000000
45.0,3.5,13.0,2.0,109,9286.0,2.0,1.0,3.0,451,5350000000
81.0,6.2,13.0,4.0,118,9528.0,3.0,3.0,3.0,711,7200000000
72.0,4.0,18.0,4.0,112,9301.0,4.0,3.0,3.0,1473,9500000000
24.0,3.0,8.0,2.0,102,9472.0,2.0,1.0,3.0,501,1650000000
52.0,4.0,13.0,3.0,113,9316.0,3.0,3.0,3.0,1812,5300000000
60.0,5.0,11.0,5.0,107,9227.0,5.0,4.0,1.0,511,5100000000
80.0,4.0,20.0,4.0,101,9427.0,3.0,3.0,1.0,316,10500000000
84.0,4.0,21.0,2.0,112,9313.0,3.0,2.0,3.0,1054,5400000000
15.0,3.0,5.0,2.0,109,9285.0,2.0,4.0,3.0,875,2000000000
64.0,5.6,11.2,4.0,103,9449.0,3.0,4.0,3.0,814,6850000000
60.0,5.04,12.8,2.0,109,9294.0,2.0,2.0,1.0,1204,6790000000
115.0,5.0,23.0,2.0,107,9229.0,2.0,1.0,3.0,709,4900000000
102.0,6.0,17.0,4.0,103,9447.0,5.0,4.0,2.0,271,13700000000
20.0,4.0,5.0,2.0,118,9525.0,1.0,1.0,3.0,501,930000000
60.0,5.0,14.0,5.0,107,9227.0,5.0,4.0,1.0,511,5150000000
78.0,5.0,15.5,3.0,104,9256.0,4.0,2.0,4.0,625,12300000000
12.0,4.0,3.0,2.0,109,9283.0,1.0,2.0,3.0,283,1750000000
71.8,4.0,18.0,4.0,108,9464.0,5.0,3.0,1.0,573,7700000000
77.0,4.0,20.0,4.0,107,9229.0,5.0,4.0,1.0,416,6300000000
28.0,3.0,8.0,3.0,110,9275.0,2.0,2.0,1.0,937,4250000000
26.0,3.2,8.0,4.0,118,9525.0,3.0,2.0,3.0,501,1880000000
40.0,4.0,10.0,2.0,110,9266.0,2.0,2.0,3.0,56,2600000000
50.0,5.0,10.0,2.0,97,9344.0,3.0,2.0,4.0,1204,4400000000
167.11839999999998,5.608,29.8,4.0,107,9228.0,3.0,3.0,1.0,1419,2950000000
136.0,5.8,23.5,3.0,114,9242.0,2.0,2.0,1.0,300,11000000000
51.0,3.0,17.0,2.0,98,9361.0,1.0,2.0,1.0,866,12200000000
50.0,4.0,12.5,4.0,112,9313.0,4.0,3.0,3.0,1054,5800000000
51.0,5.0,10.26,3.0,114,9238.0,3.0,2.0,3.0,611,4900000000
60.0,4.2,14.0,4.0,112,9310.0,3.0,4.0,3.0,763,6600000000
35.0,3.2,9.8,2.0,110,9269.0,2.0,1.0,1.0,1205,3200000000
70.0,4.0,17.0,4.0,108,9459.0,5.0,4.0,1.0,541,8800000000
58.0,4.0,14.5,2.0,118,9525.0,2.0,1.0,3.0,1762,3750000000
12.0,4.0,3.0,2.0,109,9286.0,2.0,3.0,3.0,676,1880000000
58.7,4.4,13.5,3.0,104,9257.0,2.0,1.0,3.0,109,5500000000
47.0,4.0,13.0,3.0,102,9471.0,3.0,2.0,3.0,1198,6500000000
24.0,3.0,8.0,2.0,118,9528.0,1.0,1.0,3.0,711,1300000000
80.0,5.0,16.0,4.0,110,9270.0,4.0,5.0,3.0,1081,7000000000
80.0,4.0,20.0,4.0,102,9472.0,4.0,4.0,3.0,405,8700000000
37.0,3.8,10.02,3.0,110,9269.0,3.0,4.0,3.0,1360,5100000000
36.0,3.0,12.0,2.0,99,9407.0,2.0,2.0,3.0,1754,3200000000
56.0,3.5,16.0,3.0,113,9323.0,2.0,1.0,3.0,465,6200000000
80.0,6.5,12.5,4.0,102,9475.0,5.0,4.0,1.0,501,8600000000
114.0,6.3,17.46,2.0,112,9306.0,2.0,1.0,3.0,296,15000000000
24.2,3.74,6.5,2.0,102,9469.0,2.0,1.0,3.0,1519,2700000000
50.0,4.0,13.0,3.0,113,9316.0,3.0,3.0,3.0,1812,5000000000
154.0,6.1,26.0,4.0,113,9323.0,5.0,2.0,3.0,443,16800000000
80.0,5.1,15.6,4.0,114,9241.0,5.0,4.0,1.0,1229,6850000000
64.0,4.5,14.0,2.0,108,9462.0,2.0,2.0,3.0,1645,3700000000
52.0,4.0,13.0,5.0,96,9222.0,5.0,3.0,3.0,1466,9860000000
52.0,3.0,17.0,4.0,107,9230.0,4.0,3.0,3.0,1368,3870000000
50.0,4.0,12.5,4.0,108,9456.0,4.0,4.0,3.0,1599,5000000000
100.0,5.0,20.0,4.0,102,9472.0,4.0,3.0,1.0,1031,13800000000
30.0,3.18,9.37,2.0,101,9432.0,3.0,2.0,3.0,940,4200000000
44.0,4.0,11.0,4.0,113,9314.0,4.0,3.0,3.0,950,4500000000
30.0,4.38,7.9,1.0,113,9320.0,1.0,1.0,3.0,1687,1200000000
80.0,4.0,19.0,4.0,113,9318.0,4.0,3.0,3.0,1603,8800000000
80.0,4.04,19.6,6.0,102,9469.0,6.0,3.0,1.0,574,8100000000
210.0,7.0,30.0,5.0,117,9508.0,6.0,1.0,1.0,179,8700000000
60.0,4.0,15.0,1.0,108,9459.0,1.0,1.0,3.0,1645,4950000000
41.0,4.4,9.2,2.0,111,9326.0,2.0,1.0,3.0,1307,5000000000
52.0,4.0,14.0,5.0,100,9423.0,4.0,3.0,3.0,141,8300000000
43.0,3.5,12.5,4.0,112,9313.0,5.0,5.0,3.0,854,5600000000
35.0,4.04,10.5,2.0,110,9277.0,2.0,1.0,3.0,725,4280000000
52.0,4.0,13.0,4.0,108,9459.0,3.0,3.0,3.0,716,5500000000
60.0,4.0,15.0,2.0,113,9314.0,2.0,1.0,3.0,858,5300000000
80.0,4.0,20.0,2.0,113,9314.0,2.0,1.0,1.0,1601,12500000000
97.5,5.0,20.0,6.0,99,9403.0,3.0,2.0,3.0,927,10000000000
57.0,4.94,11.312,4.0,104,9258.0,3.0,3.0,3.0,736,4600000000
53.0,4.0,13.0,5.0,108,9464.0,5.0,4.0,3.0,233,5600000000
100.0,5.0,20.0,4.0,108,9458.0,3.0,2.0,1.0,1589,6200000000
64.0,4.0,16.0,1.0,107,9233.0,1.0,2.0,3.0,884,4000000000
18.5,3.5,5.5,1.0,114,9249.0,1.0,1.0,3.0,11,820000000
72.0,4.0,18.0,2.0,113,9315.0,2.0,2.0,3.0,1604,6800000000
64.0,4.0,16.0,2.0,113,9320.0,3.0,1.0,3.0,1295,4500000000
36.0,4.0,9.0,2.0,110,9267.0,2.0,2.0,3.0,734,3500000000
44.0,4.0,11.0,2.0,106,9382.0,2.0,1.0,3.0,7,6500000000
45.0,4.7,9.86,2.0,109,9280.0,2.0,2.0,3.0,1637,4200000000
